,incident_id,date,state,city,address,num_killed,num_injured,latitude,location_description,longitude,n_guns_involved,pre_teens_involved,adults_involved,total_victims,total_suspects,males,females,gun_type
149927,671616,10/07/2016,Connecticut,Woodbridge,128 Amity Rd,0,0,41.3427,TD Bank,-72.983,1.0,0,0,0,0,0,0,Unknown
149928,671617,10/07/2016,Ohio,Cleveland,East 71st Street and Carnegie Avenue,0,1,41.5016,Fairfax,-81.6395,1.0,0,1,1,0,1,0,Unknown
149945,671738,10/07/2016,California,San Francisco,Plymouth Avenue and Broad Street,1,1,37.7132,Oceanview,-122.456,1.0,0,0,2,0,2,0,Unknown
149946,671741,10/07/2016,Illinois,Chicago,300 block of North Pine,0,1,41.8859,South Austin,-87.7637,1.0,0,1,1,0,1,0,Handgun
149955,671801,10/07/2016,Florida,Lee ,Eleventh Ave,0,1,26.5736,Pine Manor,-81.8825,1.0,0,0,1,0,0,0,9mm
149958,671824,10/07/2016,Alabama,Birmingham,1st Ave. N,0,2,33.5311,McDonald's,-86.7704,1.0,0,0,2,0,1,1,Unknown
149959,671831,10/07/2016,Texas,Houston,Long Point Road and Oak Tree Drive,1,0,29.7971,Spring Branch,-95.5266,1.0,0,1,1,0,1,0,Handgun
149962,671872,10/07/2016,Illinois,Chicago,1400 block of South Springfield,0,1,41.7741,North Lawndale,-87.7202,1.0,0,0,1,1,2,0,38 Spl
149964,671879,10/07/2016,Illinois,Chicago,400 block of East 79th Street,0,1,41.7511,Chatham,-87.615,1.0,0,1,1,0,1,0,Unknown
149965,671882,10/07/2016,Illinois,Chicago,1400 block of North Lawler,0,1,41.906,Austin,-87.7525,1.0,0,1,1,0,1,0,Unknown
149966,671884,10/07/2016,Illinois,Chicago,5400 block of West North,0,1,41.9097,Austin,-87.7608,1.0,0,1,1,0,1,0,Unknown
149974,672111,10/07/2016,California,Bakersfield,5720 Wilderness Drive,0,0,35.2998,Wilderness Park,-119.088,2.0,0,1,0,3,2,1,Unknown
149981,672342,10/07/2016,Colorado,Glenwood Springs,3210 Co Rd 114,1,0,39.473,Pinon Pines Apartments,-107.231,1.0,0,3,1,2,1,2,Unknown
149989,672928,10/07/2016,Massachusetts,Springfield,Longfellow Terrace,0,0,42.0851,Forest Park neighborhood,-72.5476,1.0,0,1,0,1,1,0,Unknown
149995,673273,10/07/2016,Florida,Live Oak,1104 South Ohio Avenue,0,0,30.2864,Merle Norman Cosmetics,-82.9877,1.0,0,0,1,1,1,1,Unknown
150006,673980,10/07/2016,Wisconsin,Milwaukee,2451 W. Fond Du Lac Ave.,1,0,43.0648,Young Urban Jazz Cafe,-87.9443,1.0,0,2,1,1,2,0,Unknown
150021,677246,10/07/2016,New York,Staten Island,Simonson Place and Castleton Ave,0,0,40.634,Port Richmond,-74.1304,1.0,0,1,0,1,1,0,Rifle
150025,696877,10/07/2016,Ohio,Akron,601 W Exchange Street,0,0,41.0874,Bel-Air Motors,-81.5392,2.0,0,0,1,2,3,0,Unknown
150029,764738,10/07/2016,Louisiana,Alexandria,1943 Dublin Road,1,0,31.3393,England Apartments,-92.5166,1.0,0,1,0,1,1,0,Unknown
150031,818008,10/07/2016,Georgia,Fayetteville,124 N 85th Pkwy,0,0,33.4848,Fayetteville Fun Bowl,-84.4297,1.0,0,1,0,1,1,0,Unknown
150034,934607,10/07/2016,Vermont,Brattleboro ,2081 Creamery Rd,0,0,42.8222,Sportsmen Inc,-72.5884,1.0,0,0,0,0,0,0,Unknown
150036,671717,10/08/2016,New York,Brooklyn,7301 3rd Ave,0,4,40.6322,M&S Mini Market,-74.0272,1.0,0,5,4,3,7,0,Unknown
150041,671793,10/08/2016,Pennsylvania,Philadelphia,2900 block of Rosehill Street,0,0,40.0225,Kensington,-75.1188,1.0,0,1,0,1,1,0,Unknown
150047,671891,10/08/2016,Illinois,Chicago,2800 block of West Cermak,0,1,41.8521,Little Village,-87.6957,1.0,0,1,1,0,1,0,Unknown
150049,671895,10/08/2016,Texas,Houston,3635 Aldine Mail Rte Rd,1,0,29.9026,King Express,-95.3371,1.0,0,0,1,1,2,0,Unknown
150050,671900,10/08/2016,Illinois,Chicago,3800 block of South State,0,1,41.8255,Stateway Gardens,-87.6265,1.0,0,1,1,1,2,0,Unknown
150052,671906,10/08/2016,Illinois,Chicago,7100 block of South Wabash,0,1,41.7655,Park Manor,-87.6233,1.0,0,1,1,1,2,0,Unknown
150055,671935,10/08/2016,Illinois,Rockford,7200 Harrison Ave,0,1,42.2413,CherryVale Mall,-88.9755,1.0,0,2,1,1,2,0,Unknown
150085,672084,10/08/2016,Georgia,Lagrange,150 Turner Street,0,0,33.0555,Tall Pines Apartments,-85.0362,1.0,0,0,0,0,0,0,Unknown
150087,672104,10/08/2016,California,Sacramento,2130 16th Street,1,1,38.5657,Flame Club,-121.491,1.0,0,1,2,0,2,0,Unknown
150091,672154,10/08/2016,Louisiana,Westwego ,900 block of Beechgrove Blvd,0,1,29.9099,Beechgrove Apartments,-90.1589,1.0,0,0,1,0,1,0,Unknown
150095,672185,10/08/2016,Kentucky,Louisville,4950 Terry Rd,0,1,38.1777,Gilbert's Bar and Grill,-85.8619,1.0,0,1,1,0,1,0,Unknown
150097,672195,10/08/2016,Illinois,Chicago,West Devon Avenue and North Western Avenue,0,1,41.9977,Rogers Park,-87.69,1.0,0,1,1,0,0,1,Unknown
150098,672198,10/08/2016,Illinois,Chicago,9500 block of South Green,0,3,41.7212,Longwood Manor,-87.6448,1.0,0,3,3,1,4,0,40 SW
150099,672213,10/08/2016,Illinois,Chicago,10500 block of South Wallace,0,2,41.7029,Fernwood,-87.6379,1.0,0,0,2,1,3,0,Unknown
150103,672234,10/08/2016,Illinois,Chicago,5200 block of South Albany,0,1,41.7989,Gage Park,-87.7004,1.0,0,1,1,0,1,0,Unknown
150104,672248,10/08/2016,Illinois,Chicago,12300 block of South Yale,0,1,41.6705,West Pullman,-87.6288,1.0,0,1,1,0,1,0,Unknown
150105,672252,10/08/2016,New York,Rochester,8 Bay St,1,0,43.1706,All In One Mini-Mart,-77.5945,1.0,0,2,1,1,2,0,Handgun
150106,672254,10/08/2016,Illinois,Chicago,2600 block of North Hoyne,0,1,41.929,Lathrop Homes,-87.679,1.0,0,0,1,1,2,0,Handgun
150110,672315,10/08/2016,Kansas,Wichita,400 West Central Avenue,1,0,37.6916,Waters Edge Apartments,-97.3452,1.0,0,2,1,1,1,1,Unknown
150125,672512,10/08/2016,Ohio,Cincinnati,Hamilton and Ambrose,0,1,39.2012,College Hill.,-84.5476,1.0,0,0,1,1,2,0,Unknown
150143,672742,10/08/2016,Texas,Houston,12300 Bissonnet St,0,1,29.6765,Citgo,-95.596,1.0,0,0,1,1,2,0,Unknown
150148,672791,10/08/2016,Pennsylvania,Philadelphia,5900 block of Horrocks Street,0,1,40.0311,Oxford Circle,-75.0794,1.0,0,0,1,0,0,1,Unknown
150161,673030,10/08/2016,Kentucky,Louisville,7400 block of New LaGrange Road,1,0,38.2516,Lyndon,-85.6152,1.0,0,1,1,0,0,1,22 LR
150167,673290,10/08/2016,Missouri,Saint Louis,1253 Hampton Avenue,0,1,38.6271,Steak n Shake,-90.2879,1.0,0,1,1,0,1,0,Unknown
150173,673520,10/08/2016,New York,Chelsea,33 Chelsea Rd,0,1,41.5531,Shadowbrook Gun Club,-73.9643,1.0,0,0,1,0,1,0,Unknown
150187,674123,10/08/2016,Massachusetts,Boston,109 East Canton Street,0,0,42.3374,Roxbury,-71.0688,1.0,0,1,0,1,1,0,Unknown
150199,676572,10/08/2016,Alabama,Selma,2401 West Dallas Avenue,0,3,32.3939,Central Alabama Fair,-87.0713,1.0,0,0,3,0,2,1,Unknown
150200,677253,10/08/2016,Ohio,Elyria,1864 Middle Ave,0,0,41.3477,Midview Crossing,-82.1049,1.0,0,1,0,1,1,0,Unknown
150207,1005741,10/08/2016,Massachusetts,Quincy,2 Hutchinson Ln,0,1,42.2956,Marina Bay,-71.0275,2.0,0,2,1,2,3,0,Handgun
150209,672203,10/09/2016,Michigan,Grand Rapids,1850 28th Street SE,1,8,42.9125,Clearance Outlet,-85.6209,1.0,0,7,7,0,5,2,Unknown
150210,672217,10/09/2016,California,Sacramento,1696 Arden Way,1,3,38.5982,La Nueva Tropicana Club,-121.428,1.0,0,0,4,0,1,0,45 Auto
150212,672267,10/09/2016,Illinois,Chicago,700 block of South California,0,1,41.8727,Lawndale,-87.6963,1.0,0,1,1,0,1,0,Unknown
150216,672312,10/09/2016,Illinois,Chicago,3900 block of West Chicago,0,1,41.8956,Humboldt Park,-87.7238,1.0,0,1,1,1,2,0,Unknown
150217,672317,10/09/2016,Illinois,Chicago,3400 block of West Harrison,0,1,41.8736,Homan Square,-87.7108,1.0,0,1,1,0,1,0,Unknown
150218,672321,10/09/2016,Illinois,Markham,I-294 and 163rd Street,0,1,41.5936,Tri-State Tollway,-87.6391,1.0,0,0,1,1,0,0,38 Spl
150221,672372,10/09/2016,South Carolina,Greenville,300 Furman Hall Road,0,1,34.8837,Boulder Creek Apartments,-82.4023,1.0,0,0,1,0,1,0,Unknown
150222,672401,10/09/2016,Florida,Lakeland,1315 West 14th Street,1,0,28.0655,Lakewood Terrace Apartments,-81.9756,1.0,0,1,1,0,1,0,Unknown
150224,672412,10/09/2016,Kentucky,Lexington,1880 Eastland Parkway,0,1,38.0532,Dixie Park,-84.4397,1.0,0,0,1,0,1,0,40 SW
150236,672491,10/09/2016,California,Bakersfield,820 Real Road,0,0,35.3658,Martini's Feel Good Lounge,-119.042,2.0,0,0,0,2,2,0,Unknown
150238,672522,10/09/2016,Pennsylvania,Duncannon,190 Juniata Road,0,0,40.0294,Cabin Nightclub,-75.1264,1.0,0,1,0,1,1,0,Unknown
150242,672561,10/09/2016,Oregon,Portland,4401 Southeast Milwaukie Avenue,0,1,45.4911,Milwaukie Market,-122.651,1.0,0,0,1,1,2,0,357 Mag
150244,672579,10/09/2016,Illinois,Chicago,7700 block of South Peoria,0,1,41.7541,Gresham,-87.6469,1.0,0,1,1,0,1,0,Unknown
150251,672609,10/09/2016,Texas,Tyler,8542 Highway 31,0,1,32.3408,Bare Assets,-95.3678,1.0,0,0,1,3,4,0,Unknown
150254,672623,10/09/2016,Michigan,Flint,5500 block of Saginaw Street,1,0,42.9894,Mona's Cocktail Lounge,-83.6762,1.0,0,2,1,1,2,0,Unknown
